"Story","Title","Result","Date","Stability","Duration (s)"
"Funcionalidades de ventana alerts, frame and windows","Probar funcionalidades de alerts, time and windows","SUCCESS","2022-12-13T19:54:34.686353-05:00[America/Bogota]","0.0","21.85"
